"","id","bacia","monit","data","epoca","class","rio","munic","od","dbo","cf","ph","ct","st","clod","cldbo","clcf","clst","clph","clct"
"21","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",1995-08-15,"Inverno","2","Cinzas","Tomazina",8.66,1,110,4,5000,96,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Ácida","Esperado da classe 2"
"22","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",1996-05-23,"Outono","2","Cinzas","Tomazina",8.72,1,NA,7.3,NA,98,"Esperado da classe 2","Esperado da classe 2",NA,"Esperado da classe 2","Neutro",NA
"23","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",1996-07-17,"Inverno","2","Cinzas","Tomazina",NA,3,5000,8.3,50000,16,NA,"Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"24","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",1997-04-15,"Outono","2","Cinzas","Tomazina",2.38,2,35,7.1,160000,100,"Inferior ao limite da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"25","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",1997-06-26,"Inverno","2","Cinzas","Tomazina",NA,2,32,7.2,17000,55,NA,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"26","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",1997-08-19,"Inverno","2","Cinzas","Tomazina",8.76,1,2,7.2,50000,21,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"27","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",1997-10-14,"Primavera","2","Cinzas","Tomazina",7.8,3,7000,6.8,160000,54,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"28","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",1998-03-29,"Outono","2","Cinzas","Tomazina",7.64,1,230,7.1,5000,69,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"29","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",1998-07-28,"Inverno","2","Cinzas","Tomazina",8.66,2,30,7.3,3000,70,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"30","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",1999-06-01,"Outono","2","Cinzas","Tomazina",8.1,1,280,7.4,50000,143,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"31","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",1999-08-03,"Inverno","2","Cinzas","Tomazina",NA,1,24000,7.3,160000,40,NA,"Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"32","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",1999-09-28,"Primavera","2","Cinzas","Tomazina",NA,1,1300,7.6,17000,45,NA,"Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"33","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",2000-05-19,"Outono","2","Cinzas","Tomazina",9.1,1,700,7.6,35000,102,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"34","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",2000-07-26,"Inverno","2","Cinzas","Tomazina",NA,1.7,5000,7,280000,57,NA,"Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"35","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",2000-09-19,"Inverno","2","Cinzas","Tomazina",NA,1,15000,6.2,35000,45,NA,"Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"36","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",2000-11-28,"Primavera","2","Cinzas","Tomazina",7,1.7,5000,6.5,5000,44,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"37","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",2001-07-17,"Inverno","2","Cinzas","Tomazina",8.2,2,170,7.2,1100,36,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"38","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",2005-03-17,"Verão","2","Cinzas","Tomazina",8.72,2,23000,7.7,23000,86,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"39","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",2005-06-16,"Outono","2","Cinzas","Tomazina",8.7,2,17000,7.6,50000,34,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"40","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",2009-07-28,"Inverno","2","Cinzas","Tomazina",8.38,2,17000,7.1,170000,216,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"41","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",2009-10-07,"Primavera","2","Cinzas","Tomazina",NA,4.1,28000,7.4,130000,57,NA,"Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"42","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",2010-06-23,"Inverno","2","Cinzas","Tomazina",9.11,2,79000,7.8,79000,55,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"43","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",2010-08-18,"Inverno","2","Cinzas","Tomazina",9,2,1700,7.6,2200,56,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"44","64390000","Cinzas","64390000 - CZ06 - PORTO SANTA TEREZINHA",1988-07-28,"Inverno","2","Laranjinha","Santa Mariana",NA,1,130,6.7,220,125,NA,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"45","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",2011-07-07,"Inverno","2","Cinzas","Tomazina",7.88,2.7,390,7.2,11000,56,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"46","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",2011-09-21,"Inverno","2","Cinzas","Tomazina",NA,2,790,6.8,2800,47,NA,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"47","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",2012-05-23,"Outono","2","Cinzas","Tomazina",NA,2,61,7.2,7900,22,NA,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"48","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",2012-07-26,"Inverno","2","Cinzas","Tomazina",8.96,2,4900,8,33000,28,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"49","64360000","Cinzas","64360000 - CZ01 - TOMAZINA",2012-09-20,"Inverno","2","Cinzas","Tomazina",NA,2,700,7.4,17000,35,NA,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"50","64360100","Cinzas","64360100 - CZ10 - ETA - JABOTI",2005-03-17,"Verão","2","Jaboti","Jaboti",8.74,2.3,13000,7.7,23000,88,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"51","64360100","Cinzas","64360100 - CZ10 - ETA - JABOTI",2005-06-17,"Outono","2","Jaboti","Jaboti",8.74,2.3,1700,7.8,5000,34,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"52","64360100","Cinzas","64360100 - CZ10 - ETA - JABOTI",2005-10-06,"Primavera","2","Jaboti","Jaboti",8.48,6,110000,7.8,300000,222,"Esperado da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"53","64360100","Cinzas","64360100 - CZ10 - ETA - JABOTI",2006-08-31,"Inverno","2","Jaboti","Jaboti",7.9,2,30000,7.8,NA,30,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro",NA
"54","64360100","Cinzas","64360100 - CZ10 - ETA - JABOTI",2007-03-29,"Outono","2","Jaboti","Jaboti",6.68,2,7000,7.5,NA,70,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro",NA
"55","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1987-06-06,"Outono","2","Cinzas","Santo Antonio da Platina",8.6,1,800,7.4,5000,50,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"56","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1987-07-30,"Inverno","2","Cinzas","Santo Antonio da Platina",9.1,1,80,7.1,230,60,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"57","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1987-09-04,"Inverno","2","Cinzas","Santo Antonio da Platina",9.16,1,23,7.4,800,71,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"58","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1988-03-20,"Outono","2","Cinzas","Santo Antonio da Platina",7.26,1,240000,6.9,300000,230,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"59","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1988-05-19,"Outono","2","Cinzas","Santo Antonio da Platina",8.16,1,1700,6.7,14000,186,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"60","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1988-07-30,"Inverno","2","Cinzas","Santo Antonio da Platina",NA,1,28000,7.2,240000,77,NA,"Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"61","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1989-07-27,"Inverno","2","Cinzas","Santo Antonio da Platina",NA,3,800,7.7,1700,118,NA,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"62","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1989-10-03,"Primavera","2","Cinzas","Santo Antonio da Platina",NA,3,80,7.7,700,122,NA,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"63","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1990-07-24,"Inverno","2","Cinzas","Santo Antonio da Platina",9.1,1,1400,6.9,30000,212,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"64","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1991-03-11,"Verão","2","Cinzas","Santo Antonio da Platina",7.32,1,5000,7,17000,189,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"65","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1991-07-31,"Inverno","2","Cinzas","Santo Antonio da Platina",NA,2,17,7.6,33,94,NA,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"66","65000900","Iguaçu","65000900 - AI45 - PONTE ESTRADA PIRAQUARA",1996-05-20,"Outono","2","Curralinho","Piraquara",NA,1,130,7.2,3000,70,NA,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"67","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1991-09-18,"Inverno","2","Cinzas","Santo Antonio da Platina",7.54,1,170,7.4,350,133,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"68","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1991-11-20,"Primavera","2","Cinzas","Santo Antonio da Platina",7.36,2,80,7.3,350,110,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"69","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1992-03-16,"Verão","2","Cinzas","Santo Antonio da Platina",7.36,2,11000,7.4,28000,262,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"70","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1992-05-21,"Outono","2","Cinzas","Santo Antonio da Platina",8.26,3,500,7.1,11000,84,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"71","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1994-07-21,"Inverno","2","Cinzas","Santo Antonio da Platina",9.08,2,130,7.5,1700,34,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"72","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1994-11-22,"Primavera","2","Cinzas","Santo Antonio da Platina",7.02,3,500,7.2,13000,172,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"73","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1995-05-09,"Outono","2","Cinzas","Santo Antonio da Platina",6.96,2,1700,7.7,5000,26,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"74","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1995-07-24,"Inverno","2","Cinzas","Santo Antonio da Platina",NA,1,81,7.7,5000,81,NA,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"75","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1997-05-29,"Outono","2","Cinzas","Santo Antonio da Platina",8.46,3,13,7.3,540,66,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"76","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1997-09-16,"Inverno","2","Cinzas","Santo Antonio da Platina",7.26,3,23,7.3,17000,148,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"77","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1998-08-27,"Inverno","2","Cinzas","Santo Antonio da Platina",7.94,1,7,7.2,130,79,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"78","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1998-10-28,"Primavera","2","Cinzas","Santo Antonio da Platina",7.88,2,17000,7.3,160000,414,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"79","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1999-05-13,"Outono","2","Cinzas","Santo Antonio da Platina",8.7,1,80,7.1,1300,111,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"80","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1999-08-30,"Inverno","2","Cinzas","Santo Antonio da Platina",NA,1,34,7.7,800,82,NA,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"81","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1999-10-26,"Primavera","2","Cinzas","Santo Antonio da Platina",7.5,1,11,7.6,500,60,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"82","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",1999-11-29,"Primavera","2","Cinzas","Santo Antonio da Platina",NA,1,17,7.8,1300,72,NA,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"83","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",2000-02-27,"Verão","2","Cinzas","Santo Antonio da Platina",7.3,1,300,7.7,1700,150,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"84","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",2000-04-28,"Outono","2","Cinzas","Santo Antonio da Platina",8.7,2,70,7.7,500,57,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"85","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",2000-10-25,"Primavera","2","Cinzas","Santo Antonio da Platina",6.3,2.8,3000,7.8,500000,267,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"86","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",2003-07-10,"Inverno","2","Cinzas","Santo Antonio da Platina",8.72,12,30000,7.4,80000,456,"Esperado da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"87","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",2005-03-16,"Verão","2","Cinzas","Santo Antonio da Platina",6.4,6,28000,7.6,70000,126,"Esperado da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"88","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",2005-06-15,"Outono","2","Cinzas","Santo Antonio da Platina",8.96,3.1,3500,7.9,23000,43,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"89","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",2005-10-05,"Primavera","2","Cinzas","Santo Antonio da Platina",7.72,2.7,28000,7.4,170000,60,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"90","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",2009-08-25,"Inverno","2","Cinzas","Santo Antonio da Platina",8.8,2,17000,7.7,33000,91,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"91","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",2010-05-25,"Outono","2","Cinzas","Santo Antonio da Platina",8,2,7900,7.6,13000,87,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"92","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",2011-05-25,"Outono","2","Cinzas","Santo Antonio da Platina",NA,2,2300,7.1,3300,66,NA,"Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"93","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",2012-04-25,"Outono","2","Cinzas","Santo Antonio da Platina",NA,2,170,7.3,23000,86,NA,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"94","64362000","Cinzas","64362000 - CZ04 - GRANJA GAROTA",2012-10-24,"Primavera","2","Cinzas","Santo Antonio da Platina",8.98,2,68,7.6,7900,42,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"95","64365800","Cinzas","64365800 - TI29 - ETA - QUATIGUÁ",2005-03-17,"Verão","1","Lajea","Quatiguá",7.48,2,110000,7.9,110000,171,"Esperado da classe 1","Esperado da classe 1","Superior ao limite da classe 1","Esperado da classe 1","Neutro","Superior ao limite da classe 1"
"96","64365800","Cinzas","64365800 - TI29 - ETA - QUATIGUÁ",2005-10-06,"Primavera","1","Lajea","Quatiguá",7.76,5,13000,7.8,110000,157,"Esperado da classe 1","Superior ao limite da classe 1","Superior ao limite da classe 1","Esperado da classe 1","Neutro","Superior ao limite da classe 1"
"97","64365800","Cinzas","64365800 - TI29 - ETA - QUATIGUÁ",2006-03-24,"Outono","1","Lajea","Quatiguá",7.5,2.4,3500,7.7,23000,30,"Esperado da classe 1","Esperado da classe 1","Superior ao limite da classe 1","Esperado da classe 1","Neutro","Superior ao limite da classe 1"
"98","64365850","Cinzas","64365850 - CZ11 - JOAQUIM TÁVORA",2003-08-11,"Inverno","2","Jacare","Joaquim Távora",7.5,2,110,8,2300,145,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"99","64365850","Cinzas","64365850 - CZ11 - JOAQUIM TÁVORA",2003-10-16,"Primavera","2","Jacare","Joaquim Távora",7.6,2,170,8.2,1100,181,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
